1629273937,211e4acecba94f32a1abca5bbfd4623c,-74,1
1629273938,211e4acecba94f32a1abca5bbfd4623c,-79,2
1629273941,211e4acecba94f32a1abca5bbfd4623c,-75,3
1629273946,211e4acecba94f32a1abca5bbfd4623c,-74,4
1629273946,211e4acecba94f32a1abca5bbfd4623c,-75,5
1629273949,211e4acecba94f32a1abca5bbfd4623c,-75,6
1629273951,211e4acecba94f32a1abca5bbfd4623c,-74,7
1629273952,211e4acecba94f32a1abca5bbfd4623c,-75,8
1629273953,211e4acecba94f32a1abca5bbfd4623c,-76,9
1629273953,211e4acecba94f32a1abca5bbfd4623c,-75,10
1629273957,211e4acecba94f32a1abca5bbfd4623c,-76,11
1629273958,211e4acecba94f32a1abca5bbfd4623c,-83,12
1629273959,211e4acecba94f32a1abca5bbfd4623c,-82,0
1629273961,211e4acecba94f32a1abca5bbfd4623c,-75,1
1629273962,211e4acecba94f32a1abca5bbfd4623c,-75,2
1629273962,211e4acecba94f32a1abca5bbfd4623c,-74,3
1629273963,211e4acecba94f32a1abca5bbfd4623c,-74,4
1629273964,211e4acecba94f32a1abca5bbfd4623c,-81,5
1629273964,211e4acecba94f32a1abca5bbfd4623c,-73,6
1629273965,211e4acecba94f32a1abca5bbfd4623c,-72,7
1629273967,211e4acecba94f32a1abca5bbfd4623c,-83,8
1629273967,211e4acecba94f32a1abca5bbfd4623c,-73,9
1629273968,211e4acecba94f32a1abca5bbfd4623c,-75,10
1629273969,211e4acecba94f32a1abca5bbfd4623c,-75,11
1629273970,211e4acecba94f32a1abca5bbfd4623c,-80,12
1629273970,211e4acecba94f32a1abca5bbfd4623c,-74,0
1629273971,211e4acecba94f32a1abca5bbfd4623c,-75,1
1629273972,211e4acecba94f32a1abca5bbfd4623c,-72,2
1629273973,211e4acecba94f32a1abca5bbfd4623c,-75,3
1629273974,211e4acecba94f32a1abca5bbfd4623c,-74,4
1629273974,211e4acecba94f32a1abca5bbfd4623c,-75,5
1629273975,211e4acecba94f32a1abca5bbfd4623c,-73,6
1629273976,211e4acecba94f32a1abca5bbfd4623c,-73,7
1629273979,211e4acecba94f32a1abca5bbfd4623c,-84,8
1629273980,211e4acecba94f32a1abca5bbfd4623c,-82,9
1629273980,211e4acecba94f32a1abca5bbfd4623c,-74,10
1629273982,211e4acecba94f32a1abca5bbfd4623c,-81,11
1629273983,211e4acecba94f32a1abca5bbfd4623c,-73,12
1629273985,211e4acecba94f32a1abca5bbfd4623c,-72,0
1629273987,211e4acecba94f32a1abca5bbfd4623c,-73,1
1629273989,211e4acecba94f32a1abca5bbfd4623c,-79,2
1629273989,211e4acecba94f32a1abca5bbfd4623c,-75,3
1629273990,211e4acecba94f32a1abca5bbfd4623c,-72,4
1629273992,211e4acecba94f32a1abca5bbfd4623c,-79,5
1629273993,211e4acecba94f32a1abca5bbfd4623c,-78,6
