1629274225,211e4acecba94f32a1abca5bbfd4623c,-71,1
1629274233,211e4acecba94f32a1abca5bbfd4623c,-73,2
1629274234,211e4acecba94f32a1abca5bbfd4623c,-73,3
1629274236,211e4acecba94f32a1abca5bbfd4623c,-74,4
1629274237,211e4acecba94f32a1abca5bbfd4623c,-75,5
1629274242,211e4acecba94f32a1abca5bbfd4623c,-77,6
1629274244,211e4acecba94f32a1abca5bbfd4623c,-75,7
1629274249,211e4acecba94f32a1abca5bbfd4623c,-75,8
1629274250,211e4acecba94f32a1abca5bbfd4623c,-86,9
1629274251,211e4acecba94f32a1abca5bbfd4623c,-77,10
1629274252,211e4acecba94f32a1abca5bbfd4623c,-77,11
1629274252,211e4acecba94f32a1abca5bbfd4623c,-82,12
1629274253,211e4acecba94f32a1abca5bbfd4623c,-73,0
1629274255,211e4acecba94f32a1abca5bbfd4623c,-79,1
1629274256,211e4acecba94f32a1abca5bbfd4623c,-84,2
1629274258,211e4acecba94f32a1abca5bbfd4623c,-82,3
1629274262,211e4acecba94f32a1abca5bbfd4623c,-74,4
1629274263,211e4acecba94f32a1abca5bbfd4623c,-74,5
1629274264,211e4acecba94f32a1abca5bbfd4623c,-78,6
1629274267,211e4acecba94f32a1abca5bbfd4623c,-81,7
1629274268,211e4acecba94f32a1abca5bbfd4623c,-85,8
1629274270,211e4acecba94f32a1abca5bbfd4623c,-84,9
1629274270,211e4acecba94f32a1abca5bbfd4623c,-78,10
1629274273,211e4acecba94f32a1abca5bbfd4623c,-75,11
1629274275,211e4acecba94f32a1abca5bbfd4623c,-74,12
1629274276,211e4acecba94f32a1abca5bbfd4623c,-78,0
1629274277,211e4acecba94f32a1abca5bbfd4623c,-80,1
1629274278,211e4acecba94f32a1abca5bbfd4623c,-77,2
1629274280,211e4acecba94f32a1abca5bbfd4623c,-75,3
1629274282,211e4acecba94f32a1abca5bbfd4623c,-76,4
1629274282,211e4acecba94f32a1abca5bbfd4623c,-74,5
1629274284,211e4acecba94f32a1abca5bbfd4623c,-84,6
1629274287,211e4acecba94f32a1abca5bbfd4623c,-73,7
1629274288,211e4acecba94f32a1abca5bbfd4623c,-75,8
1629274289,211e4acecba94f32a1abca5bbfd4623c,-73,9
1629274291,211e4acecba94f32a1abca5bbfd4623c,-75,10
1629274292,211e4acecba94f32a1abca5bbfd4623c,-73,11
1629274293,211e4acecba94f32a1abca5bbfd4623c,-75,12
1629274295,211e4acecba94f32a1abca5bbfd4623c,-85,0
1629274297,211e4acecba94f32a1abca5bbfd4623c,-78,1
1629274300,211e4acecba94f32a1abca5bbfd4623c,-80,2
1629274301,211e4acecba94f32a1abca5bbfd4623c,-74,3
1629274303,211e4acecba94f32a1abca5bbfd4623c,-79,4
1629274305,211e4acecba94f32a1abca5bbfd4623c,-73,5
1629274306,211e4acecba94f32a1abca5bbfd4623c,-84,6
1629274308,211e4acecba94f32a1abca5bbfd4623c,-72,7
1629274309,211e4acecba94f32a1abca5bbfd4623c,-72,8
1629274311,211e4acecba94f32a1abca5bbfd4623c,-77,9
1629274311,211e4acecba94f32a1abca5bbfd4623c,-73,10
1629274313,211e4acecba94f32a1abca5bbfd4623c,-74,11
1629274315,211e4acecba94f32a1abca5bbfd4623c,-72,12
1629274319,211e4acecba94f32a1abca5bbfd4623c,-73,0
1629274321,211e4acecba94f32a1abca5bbfd4623c,-77,1
1629274322,211e4acecba94f32a1abca5bbfd4623c,-73,2
1629274323,211e4acecba94f32a1abca5bbfd4623c,-73,3
1629274324,211e4acecba94f32a1abca5bbfd4623c,-73,4
1629274325,211e4acecba94f32a1abca5bbfd4623c,-78,5
1629274329,211e4acecba94f32a1abca5bbfd4623c,-79,6
1629274336,211e4acecba94f32a1abca5bbfd4623c,-71,7
1629274340,211e4acecba94f32a1abca5bbfd4623c,-72,8
1629274341,211e4acecba94f32a1abca5bbfd4623c,-73,9
1629274345,211e4acecba94f32a1abca5bbfd4623c,-78,10
1629274349,211e4acecba94f32a1abca5bbfd4623c,-79,11
1629274351,211e4acecba94f32a1abca5bbfd4623c,-79,12
1629274352,211e4acecba94f32a1abca5bbfd4623c,-76,0
1629274353,211e4acecba94f32a1abca5bbfd4623c,-77,1
1629274353,211e4acecba94f32a1abca5bbfd4623c,-84,2
1629274354,211e4acecba94f32a1abca5bbfd4623c,-79,3
1629274355,211e4acecba94f32a1abca5bbfd4623c,-74,4
1629274355,211e4acecba94f32a1abca5bbfd4623c,-80,5
