1588056860.0206604,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-80,12
1588056860.071383,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-80,0
1588056860.1219778,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-80,1
1588056860.172566,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-80,2
1588056860.223157,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-80,3
1588056860.2737613,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-80,4
1588056860.3244007,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-80,5
1588056860.3751066,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-80,6
1588056860.4258082,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-80,7
1588056860.4766254,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-80,8
1588056860.5272596,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-80,9
1588056860.578057,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-80,10
1588056860.628653,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-80,11
1588056860.6794674,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-80,12
1588056860.7300644,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-80,0
1588056860.780913,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-80,1
1588056860.8315482,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-80,2
1588056860.8824337,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-80,3
1588056860.9330635,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-80,4
1588056860.983944,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-80,5
1588056861.0345562,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-80,6
1588056861.0855544,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-84,7
1588056861.1361332,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-84,8
1588056861.1867142,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-84,9
1588056861.2373192,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-84,10
1588056861.2881815,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-84,11
1588056861.3391411,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-84,12
1588056861.3899198,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-84,0
1588056861.4405565,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-84,1
1588056861.4914348,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-84,2
1588056861.542082,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-84,3
