1588056771.5790527,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-83,9
1588056771.6294441,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-83,10
1588056771.6798108,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-83,11
1588056771.730187,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-79,12
1588056771.78055,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-79,0
1588056771.830962,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-79,1
1588056771.881773,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-79,2
1588056771.93236,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-79,3
1588056771.9829845,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-79,4
1588056772.033686,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-79,5
1588056772.0843174,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-79,6
1588056772.1351671,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-79,7
1588056772.1858673,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-79,8
1588056772.2367353,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-79,9
1588056772.2873838,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-78,10
1588056772.3382747,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-78,11
1588056772.3888924,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-78,12
1588056772.4396646,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-78,0
1588056772.4902997,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-78,1
1588056772.5411794,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-78,2
1588056772.591825,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-78,3
1588056772.6426363,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-78,4
1588056772.693239,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-78,5
1588056772.7440262,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-78,6
1588056772.7946532,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-77,7
1588056772.8456202,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-77,8
1588056772.896189,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-77,9
1588056772.9470284,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-77,10
1588056772.9976394,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-77,11
1588056773.0485373,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-77,12
1588056773.0991652,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-77,0
1588056773.1503851,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-77,1
1588056773.2010114,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-77,2
1588056773.25222,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-77,3
1588056773.3031528,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-77,4
1588056773.353993,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-77,5
1588056773.4046333,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-77,6
1588056773.455491,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-77,7
1588056773.5061023,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-77,8
1588056773.5569572,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-77,9
1588056773.6076005,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-77,10
1588056773.6584642,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-77,11
1588056773.7090662,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-77,12
1588056773.7596693,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-77,0
1588056773.8103168,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-77,1
1588056773.861503,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-77,2
1588056773.9121306,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-77,3
1588056773.9629161,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-77,4
1588056774.013562,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-77,5
1588056774.0643165,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-77,6
1588056774.1149588,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-77,7
1588056774.1659524,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-77,8
1588056774.2165816,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-77,9
1588056774.2673564,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-77,10
